ICR,Race,TwoBlocks
14006850,White,0
14006867,White,0
14006869,White,0
14006870,White,0
14006873,White,0
14006875,White,0
14006879,White,0
14006882,White,0
14006884,White,0
14006897,White,0
14006898,White,0
14006899,White,0
14006910,White,0
14006912,White,0
14006920,White,0
14006922,White,0
14006936,White,0
14006946,White,0
14006951,White,0
14006960,White,0
14006963,White,0
14006969,White,0
14006979,White,0
14006980,White,0
14006986,White,0
14006988,White,0
14006999,White,0
14007008,White,0
14007011,White,0
14007017,White,0
14007018,White,0
14007041,White,0
14007042,White,0
14007045,White,0
14007050,White,0
14007051,White,0
14007058,White,0
14007065,White,0
14007066,White,0
14007073,White,0
14007095,White,0
14007100,White,0
14007105,White,0
14007109,White,0
14007119,White,0
14007128,White,0
14007148,White,0
14007161,White,0
14007177,White,0
14007200,White,0
14007213,White,0
14007221,White,0
14007225,White,0
14007241,White,0
14007253,White,0
14007261,White,0
14007283,White,0
14007291,White,0
14007295,White,0
14007311,White,0
14007315,White,0
14007328,White,0
14007335,White,0
14007360,White,0
14007386,White,0
14007387,White,0
14007412,White,0
14007428,White,0
14007430,White,0
14007438,White,0
14007439,White,0
14007441,White,0
14007444,White,0
14007446,White,0
14007464,White,0
14007485,White,0
14007481,White,0
14007505,White,0
14007520,White,0
14007525,White,0
14007526,White,0
14007533,White,0
14007537,White,0
14007539,White,0
14007572,White,0
14007597,White,0
14007604,White,0
14007606,White,0
14007611,White,0
14007618,White,0
14007632,White,0
14007636,White,0
14007663,White,0
14007678,White,0
14007694,White,0
14007715,White,0
14007733,White,0
14007736,White,0
14007740,White,0
14007742,White,0
14007743,White,0
14007744,White,0
14007764,White,0
14007765,White,0
14007766,White,0
14007768,White,0
14007773,White,0
14007780,White,0
14007781,White,0
14007799,White,0
14007817,White,0
14007822,White,0
14007833,White,0
14007834,White,0
14007853,White,0
14007860,White,0
14007861,White,0
14007863,White,0
14007864,White,0
14007866,White,0
14007869,White,0
14007887,White,0
14007893,White,0
14007902,White,0
14007909,White,0
14007912,White,0
14007919,White,0
14007920,White,0
14007924,White,0
14007927,White,0
14007930,White,0
14007933,White,0
14007937,White,0
14007947,White,0
14007951,White,0
14007954,White,0
14007964,White,0
14007968,White,0
14007969,White,0
14007997,White,0
14007998,White,0
14008012,White,0
14008029,White,0
14008068,White,0
14008074,White,0
14008102,White,0
14008135,White,0
14008154,White,0
14008158,White,0
14008167,White,0
14008170,White,0
14008172,White,0
14008173,White,0
14008178,White,0
14008188,White,0
14008206,White,0
14008225,White,0
14008244,White,0
14008246,White,0
14008257,White,0
14008262,White,0
14008278,White,0
14008291,White,0
14008305,White,0
14008315,White,0
14008319,White,0
14008323,White,0
14008327,White,0
14008351,White,0
14008368,White,0
14008372,White,0
14008374,White,0
14008380,White,0
14008382,White,0
14008383,White,0
14008387,White,0
14008445,White,0
14008446,White,0
14008430,White,0
14008447,White,0
14008449,White,0
14008450,White,0
14008439,White,0
14008448,White,0
14008483,White,0
14008484,White,0
14008486,White,0
14008492,White,0
14008509,White,0
14008524,White,0
14008535,White,0
14008543,White,0
14008563,White,0
14008566,White,0
14008568,White,0
14008571,White,0
14008582,White,0
14008594,White,0
14008597,White,0
14008617,White,0
14008618,White,0
14008619,White,0
14008629,White,0
14008634,White,0
14008635,White,0
14008641,White,0
14008672,White,0
14008676,White,0
14008681,White,0
14008683,White,0
14008686,White,0
14008700,White,0
14008714,White,0
14008723,White,0
14008724,White,0
14008731,White,0
14008741,White,0
14008747,White,0
14008770,White,0
14008792,White,0
14008804,White,0
14008809,White,0
14008816,White,0
14008829,White,0
14008843,White,0
14008846,White,0
14008884,White,0
14008885,White,0
14008905,White,0
14008906,White,0
14008936,White,0
14008941,White,0
14008943,White,0
14008958,White,0
14008968,White,0
14008971,White,0
14009032,White,0
14009061,White,0
14009064,White,0
14009073,White,0
14009075,White,0
14009106,White,0
14009121,White,0
14009144,White,0
14009150,White,0
14009151,White,0
14009152,White,0
14009156,White,0
14009160,White,0
14009162,White,0
14009168,White,0
14009187,White,0
14009197,White,0
14009222,White,0
14009252,White,0
14009258,White,0
14009280,White,0
14009285,White,0
14009286,White,0
14009288,White,0
14009314,White,0
14009324,White,0
14009331,White,0
14009333,White,0
14009336,White,0
14009401,White,0
14009402,White,0
14009408,White,0
14009414,White,0
14009415,White,0
14009461,White,0
14009471,White,0
14009483,White,0
14009485,White,0
14009494,White,0
14009509,White,0
14009514,White,0
14009519,White,0
14009526,White,0
14009531,White,0
14009535,White,0
14009556,White,0
14009557,White,0
14009560,White,0
14009561,White,0
14009562,White,0
14009574,White,0
14009575,White,0
14009580,White,0
14009581,White,0
14009585,White,0
14009586,White,0
14009590,White,0
14009596,White,0
14009597,White,0
14009610,White,0
14009611,White,0
14009612,White,0
14009613,White,0
14009617,White,0
14009641,White,0
14009642,White,0
14009645,White,0
14009652,White,0
14009656,White,0
14009690,White,0
14009692,White,0
14009703,White,0
14009706,White,0
14009707,White,0
14009736,White,0
14009738,White,0
14009740,White,0
14009753,White,0
14009772,White,0
14009777,White,0
14009783,White,0
14009796,White,0
14009805,White,0
14009807,White,0
14009810,White,0
14009817,White,0
14009821,White,0
14009829,White,0
14009841,White,0
14009843,White,0
14009844,White,0
14009865,White,0
14009869,White,0
14009870,White,0
14009871,White,0
14009878,White,0
14009884,White,0
14009890,White,0
14009892,White,0
14009911,White,0
14009917,White,0
14009918,White,0
14009922,White,0
14009923,White,0
14009924,White,0
14009933,White,0
14009934,White,0
14009949,White,0
14009950,White,0
14009956,White,0
14009965,White,0
14009973,White,0
14009978,White,0
14009981,White,0
14009985,White,0
14009989,White,0
14009994,White,0
14009997,White,0
14010020,White,0
14010021,White,0
14010023,White,0
14010025,White,0
14010026,White,0
14010027,White,0
14010028,White,0
14010031,White,0
14010038,White,0
14010049,White,0
14010059,White,0
14010074,White,0
14010084,White,0
14010085,White,0
14010088,White,0
14010089,White,0
14010092,White,0
14010094,White,0
14010095,White,0
14010096,White,0
14010107,White,0
14010112,White,0
14010113,White,0
14010115,White,0
14010124,White,0
14010129,White,0
14010148,White,0
14010159,White,0
14010160,White,0
14010163,White,0
14010165,White,0
14010172,White,0
14010173,White,0
14010179,White,0
14010203,White,0
14010206,White,0
14010229,White,0
14010255,White,0
14010259,White,0
14010287,White,0
14010294,White,0
14010296,White,0
14010304,White,0
14010305,White,0
14010320,White,0
14010325,White,0
14010326,White,0
14010327,White,0
14010331,White,0
14010335,White,0
14010336,White,0
14010348,White,0
14010363,White,0
14010370,White,0
14010413,White,0
14010414,White,0
14010416,White,0
14010429,White,0
14010431,White,0
14010446,White,0
14010455,White,0
14010457,White,0
14010469,White,0
14010472,White,0
14010478,White,0
14010484,White,0
14010489,White,0
14010510,White,0
14010515,White,0
14010520,White,0
14010529,White,0
14010558,White,0
14010570,White,0
14010591,White,0
14010601,White,0
14010612,White,0
14010643,White,0
14010646,White,0
14010649,White,0
14010678,White,0
14010690,White,0
14010697,White,0
14010702,White,0
14010703,White,0
14010706,White,0
14010707,White,0
14010721,White,0
14010724,White,0
14010738,White,0
14010741,White,0
14010776,White,0
14010781,White,0
14010787,White,0
14010796,White,0
14010806,White,0
14010839,White,0
14010840,White,0
14010847,White,0
14010842,White,0
14010851,White,0
14010860,White,0
14010865,White,0
14010871,White,0
14010878,White,0
14010879,White,0
14010890,White,0
14010898,White,0
14010900,White,0
14010914,White,0
14010918,White,0
14010923,White,0
14010938,White,0
14010950,White,0
14010956,White,0
14010964,White,0
14010981,White,0
14010982,White,0
14010991,White,0
14010993,White,0
14010996,White,0
14011004,White,0
14011020,White,0
14011025,White,0
14011026,White,0
14011084,White,0
14011093,White,0
14011098,White,0
14011104,White,0
14011116,White,0
14011121,White,0
14011125,White,0
14011142,White,0
14011159,White,0
14011162,White,0
14011166,White,0
14011193,White,0
14011195,White,0
14011197,White,0
14011201,White,0
14011227,White,0
14011221,White,0
14011232,White,0
14011234,White,0
14011241,White,0
14011242,White,0
14011243,White,0
14011251,White,0
14011253,White,0
14011261,White,0
14011265,White,0
14011272,White,0
14011277,White,0
14011283,White,0
14011244,White,0
14011286,White,0
14011309,White,0
14011316,White,0
14011321,White,0
14011323,White,0
14011324,White,0
14011330,White,0
14011337,White,0
14011342,White,0
14011353,White,0
14011360,White,0
14011361,White,0
14011368,White,0
14011383,White,0
14011385,White,0
14011394,White,0
14011396,White,0
14011400,White,0
14011406,White,0
14011407,White,0
14011416,White,0
14011418,White,0
14011428,White,0
14011429,White,0
14011436,White,0
14011438,White,0
14011455,White,0
14011489,White,0
14011499,White,0
14011511,White,0
14011532,White,0
14011553,White,0
14011560,White,0
14011570,White,0
14011583,White,0
14011593,White,0
14011607,White,0
14011616,White,0
14011622,White,0
14011631,White,0
14011650,White,0
14011676,White,0
14011678,White,0
14011682,White,0
14011687,White,0
14011692,White,0
14011708,White,0
14011710,White,0
14011723,White,0
14011724,White,0
14011730,White,0
14011746,White,0
14011748,White,0
14011755,White,0
14011756,White,0
14011776,White,0
14011799,White,0
14011823,White,0
14011841,White,0
14011846,White,0
14011850,White,0
14011858,White,0
14011859,White,0
14011863,White,0
14011866,White,0
14011876,White,0
14011881,White,0
14011885,White,0
14011886,White,0
14011892,White,0
14011894,White,0
14011908,White,0
14011960,White,0
14011962,White,0
14012093,White,0
14012105,White,0
14012112,White,0
14012125,White,0
14012132,White,0
14012133,White,0
14012140,White,0
14012150,White,0
14012160,White,0
14012167,White,0
14012179,White,0
14012185,White,0
14012206,White,0
